2026-05-14 09:28:05.149 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:27.147 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:27.161 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:27.922 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:28.949 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:29.970 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:30.174 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:30.175 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:30.987 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:32.011 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:33.011 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:33.214 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:33.215 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:34.022 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:35.031 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:36.057 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:36.250 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:36.251 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:37.064 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:38.086 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:39.112 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:39.285 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:39.286 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:40.138 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:41.161 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:42.178 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:42.314 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:42.314 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:43.196 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:44.220 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:45.233 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:45.338 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:45.342 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:46.248 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:47.277 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:48.312 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:48.373 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:48.374 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:49.328 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:50.325 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:51.344 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:51.419 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:51.422 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:52.363 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:53.390 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:54.421 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:54.454 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:54.454 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:55.443 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:56.462 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:57.479 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:57.495 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:57.496 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:45:58.498 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:45:59.511 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:00.507 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:00.511 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:00.512 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:01.533 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:02.554 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:03.544 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:03.545 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:03.553 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:04.572 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:05.594 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:06.558 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:06.565 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:06.598 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:07.619 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:08.642 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:09.590 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:09.591 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:09.660 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:10.671 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:11.678 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:12.627 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:12.629 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:12.691 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:13.707 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:14.734 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:15.650 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:15.650 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:15.753 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:16.772 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:17.781 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:18.691 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:18.693 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:18.801 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:19.830 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:20.847 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:21.744 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:21.746 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:21.862 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:22.878 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:23.902 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:24.786 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:24.787 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:24.935 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:25.943 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:26.952 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:27.837 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:27.839 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:27.949 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:28.972 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:30.000 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:30.861 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:30.874 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:31.018 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:32.027 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:33.049 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:33.903 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:33.907 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:34.068 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:35.082 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:36.106 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:36.945 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:36.946 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:37.116 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:38.137 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:39.166 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:39.962 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:39.963 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:40.169 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:41.179 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:42.194 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:42.978 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:42.985 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:43.212 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:44.234 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:45.259 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:45.997 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:45.998 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:46.262 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:47.255 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:48.272 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:49.017 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:49.018 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:49.286 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:50.305 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:51.320 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:52.036 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:52.037 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:52.334 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:53.355 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:54.358 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:55.071 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:55.072 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:55.380 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:56.403 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:57.427 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:58.090 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:58.101 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:46:58.446 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:46:59.464 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:00.472 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:01.140 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:01.141 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:01.493 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:02.496 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:03.505 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:04.169 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:04.170 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:04.510 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:05.531 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:06.553 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:07.193 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:07.207 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:07.576 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:08.591 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:09.588 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:10.227 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:10.239 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:10.586 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:11.617 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:12.635 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:13.287 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:13.289 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:13.660 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:14.685 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:15.717 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:16.301 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:16.301 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:16.738 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:17.747 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:18.765 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:19.349 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:19.351 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:19.791 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:20.819 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:21.839 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:22.370 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:22.370 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:22.852 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:23.873 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:24.905 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:25.406 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:25.408 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:25.932 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:26.954 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:27.972 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:28.437 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:28.437 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:28.981 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:29.995 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:31.005 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:31.478 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:31.480 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:32.022 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:33.034 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:34.046 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:34.498 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:34.499 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:35.060 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:36.081 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:37.097 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:37.540 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:37.541 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:38.105 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:39.118 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:40.141 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:40.562 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:40.563 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:41.168 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:42.200 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:43.202 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:43.582 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:43.582 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:44.207 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:45.230 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:46.259 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:46.616 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:46.617 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:47.282 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:48.300 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:49.306 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:49.642 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:49.643 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:50.325 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:51.364 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:52.381 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:52.668 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:52.669 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:53.385 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:54.410 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:55.436 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:55.681 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:55.681 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:56.458 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:57.471 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:58.484 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:47:58.723 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:58.725 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:47:59.486 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:00.511 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:01.535 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:01.758 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:48:01.760 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:48:02.544 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:03.555 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:04.560 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:04.798 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:48:04.800 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:48:05.570 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:06.587 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:07.615 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:07.837 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:48:07.838 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:48:08.635 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:09.649 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:10.664 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:10.853 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:48:10.854 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:48:11.694 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:12.705 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:13.727 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:13.892 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:48:13.893 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-14 09:48:14.735 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:15.756 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-14 09:48:16.767 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
