2026-06-14 23:38:38.207 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:35:54.575 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:35:55.521 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:35:55.587 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:35:56.604 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:35:57.626 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:35:58.551 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:35:58.652 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:35:59.661 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:00.671 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:01.589 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:01.679 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:02.691 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:03.717 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:04.608 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:04.728 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:05.736 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:06.758 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:07.625 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:07.768 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:08.790 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:09.800 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:10.660 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:10.808 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:11.809 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:12.830 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:13.678 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:13.858 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:14.882 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:15.895 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:16.695 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:16.899 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:17.911 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:18.932 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:19.717 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:19.922 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:20.946 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:21.966 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:22.733 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:23.000 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:24.012 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:25.030 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:25.762 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:26.048 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:27.070 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:28.071 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:28.792 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:29.087 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:30.104 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:31.120 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:31.807 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:32.118 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:33.134 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:34.146 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:34.827 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:35.159 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:36.187 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:37.209 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:37.863 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:38.235 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:39.250 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:40.268 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:40.887 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:41.271 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:42.303 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:43.328 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:43.906 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:44.335 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:45.365 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:46.404 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:46.934 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:47.413 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:48.452 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:49.472 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:49.958 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:50.473 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:51.487 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:52.508 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:52.965 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:53.533 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:54.553 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:55.558 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:55.985 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:56.585 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:57.582 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:58.606 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:36:59.007 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:36:59.616 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:00.645 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:01.665 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:02.018 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:02.683 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:03.684 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:04.701 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:05.051 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:05.714 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:06.726 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:07.733 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:08.068 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:08.745 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:09.750 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:10.766 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:11.068 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:11.784 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:12.798 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:13.812 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:14.071 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:14.831 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:15.850 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:16.859 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:17.098 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:17.885 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:18.912 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:19.930 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:20.116 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:20.962 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:21.972 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:22.992 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:23.142 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:24.013 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:25.042 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:26.054 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:26.155 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:27.076 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:28.085 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:29.106 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:29.189 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:30.103 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:31.132 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:32.132 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:32.208 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:33.161 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:34.174 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:35.200 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:35.230 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:36.213 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:37.223 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:38.249 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:38.249 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:39.270 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:40.269 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:41.280 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:41.291 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:42.305 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:43.304 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:44.309 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:44.329 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:45.338 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:46.354 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:47.312 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:47.372 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:48.376 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:49.387 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:50.339 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:50.393 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:51.393 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:52.401 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:53.337 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:53.427 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:54.426 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:55.453 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:56.350 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:56.460 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:57.480 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:58.492 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:37:59.351 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:37:59.508 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:00.525 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:01.530 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:02.366 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:02.553 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:03.558 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:04.576 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:05.396 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:05.601 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:06.619 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:07.624 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:08.419 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:08.646 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:09.665 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:10.662 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:11.432 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:11.696 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:12.698 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:13.705 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:14.469 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:14.713 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:15.717 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:16.729 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:17.495 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:17.758 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:18.752 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:19.762 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:20.525 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:20.771 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:21.792 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:22.800 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:23.545 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:23.817 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:24.827 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:25.841 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:26.560 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:26.865 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:27.888 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:28.919 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:29.578 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:29.953 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:30.972 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:31.994 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:32.608 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:33.019 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:34.043 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:35.071 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:35.630 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:36.108 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:37.141 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:38.175 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:38.650 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:39.186 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:40.219 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:41.230 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:41.657 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:42.254 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:43.266 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:44.291 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:44.682 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:45.328 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:46.354 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:47.379 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:47.701 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:48.400 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:49.436 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:50.465 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:50.737 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:51.499 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:52.531 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:53.551 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:53.760 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:54.566 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:55.586 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:56.621 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:56.783 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:38:57.643 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:58.667 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:59.685 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:38:59.792 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:00.679 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:01.713 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:02.714 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:02.804 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:03.728 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:04.730 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:05.757 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:05.823 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:06.765 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:07.783 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:08.790 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:08.850 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:09.812 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:10.834 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:11.844 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:11.864 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:12.855 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:13.873 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:14.872 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:14.892 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:15.898 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:16.902 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:17.889 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:17.909 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:18.915 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:19.933 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:20.903 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:20.943 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:21.963 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:22.962 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:23.941 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:23.971 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:24.984 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:25.999 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:26.953 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:27.013 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:28.024 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:29.026 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:29.982 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:30.022 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:31.039 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:32.050 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:33.011 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-06-15 04:39:33.061 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-06-15 04:39:34.078 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
